ticket_id,customer_id,created_date,category,priority,status,resolution_time_hours,description
TKT-013153,CUST-03285,2025-06-02 09:00:00,billing,low,resolved,23.1,Payment processing error reported — double charge on credit card.
TKT-013154,CUST-00852,2025-11-23 09:00:00,general,critical,escalated,,Customer requesting update to account contact information.
TKT-013155,CUST-02398,2025-07-20 12:00:00,upgrade,critical,resolved,20.9,Customer wants to upgrade from DSL to fiber optic service.
TKT-013156,CUST-03940,2025-05-28 08:00:00,general,medium,escalated,,Customer inquiring about referral program benefits.
TKT-013157,CUST-02309,2025-08-10 18:00:00,billing,medium,resolved,3.7,Customer inquired about unexpected charge on their latest bill.
TKT-013158,CUST-04670,2025-02-13 10:00:00,billing,low,resolved,54.5,Customer inquired about unexpected charge on their latest bill.
TKT-013159,CUST-01268,2025-07-05 09:00:00,cancellation,high,resolved,4.9,Customer wants to cancel service — moving to a new provider.
TKT-013160,CUST-03347,2025-01-09 18:00:00,general,low,resolved,7.6,General inquiry about contract renewal terms.
TKT-013161,CUST-01916,2025-12-21 15:00:00,general,medium,resolved,3.7,Customer inquiring about referral program benefits.
TKT-013162,CUST-04797,2025-06-20 09:00:00,cancellation,medium,escalated,,Customer threatening to cancel unless given a better rate.
TKT-013163,CUST-02966,2025-02-13 17:00:00,technical,low,resolved,4.5,VoIP call quality degradation — choppy audio and latency.
TKT-013164,CUST-04612,2025-11-22 09:00:00,billing,medium,resolved,32.7,Late fee dispute — customer says payment was submitted on time.
TKT-013165,CUST-02538,2025-01-22 08:00:00,billing,low,resolved,31.9,Request to change billing date to align with pay schedule.
TKT-013166,CUST-01118,2025-05-05 11:00:00,general,medium,resolved,10.3,Customer requesting update to account contact information.
TKT-013167,CUST-01438,2025-03-29 15:00:00,general,medium,resolved,55.0,General inquiry about contract renewal terms.
TKT-013168,CUST-04740,2025-03-31 18:00:00,technical,medium,open,,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-013169,CUST-02999,2025-02-22 19:00:00,cancellation,high,resolved,17.7,Account cancellation requested — switching to competitor.
TKT-013170,CUST-01247,2025-09-29 08:00:00,billing,low,open,,Late fee dispute — customer says payment was submitted on time.
TKT-013171,CUST-00046,2025-02-11 11:00:00,billing,medium,open,,Payment processing error reported — double charge on credit card.
TKT-013172,CUST-04233,2025-10-13 08:00:00,technical,high,escalated,,Intermittent internet connectivity — customer reports frequent drops.
TKT-013173,CUST-04019,2025-01-16 09:00:00,general,high,resolved,50.3,Customer asking about available loyalty rewards.
TKT-013174,CUST-03579,2025-10-02 19:00:00,upgrade,high,open,,Request to add international calling to phone plan.
TKT-013175,CUST-01594,2025-01-31 13:00:00,upgrade,low,resolved,2.3,Inquiry about bundle discount for adding mobile service.
TKT-013176,CUST-00228,2025-12-03 15:00:00,general,medium,escalated,,Customer inquiring about referral program benefits.
TKT-013177,CUST-02131,2025-09-10 17:00:00,technical,low,resolved,13.4,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-013178,CUST-01430,2025-07-27 09:00:00,billing,high,resolved,6.5,Customer confused about taxes and surcharges on bill.
TKT-013179,CUST-01975,2025-05-25 16:00:00,billing,low,resolved,1.7,Payment processing error reported — double charge on credit card.
TKT-013180,CUST-04817,2025-08-14 16:00:00,billing,medium,resolved,25.9,Customer asking about proration after mid-cycle plan change.
TKT-013181,CUST-00461,2025-10-31 17:00:00,billing,high,resolved,1.1,Customer asking about proration after mid-cycle plan change.
TKT-013182,CUST-01089,2025-10-07 19:00:00,cancellation,critical,resolved,19.9,Cancellation request — customer relocating out of service area.
TKT-013183,CUST-00928,2025-02-04 15:00:00,general,high,resolved,25.2,Request for copy of service agreement.
TKT-013184,CUST-00505,2025-09-02 11:00:00,technical,critical,resolved,1.1,DNS resolution failures reported across multiple devices.
TKT-013185,CUST-00309,2025-05-26 08:00:00,upgrade,medium,resolved,36.3,Request to add international calling to phone plan.
TKT-013186,CUST-04780,2025-12-19 11:00:00,billing,critical,escalated,,Customer inquired about unexpected charge on their latest bill.
TKT-013187,CUST-00068,2025-04-04 17:00:00,technical,medium,resolved,16.9,Intermittent internet connectivity — customer reports frequent drops.
TKT-013188,CUST-02555,2025-08-19 10:00:00,cancellation,high,resolved,10.6,Customer threatening to cancel unless given a better rate.
TKT-013189,CUST-01500,2025-11-15 15:00:00,cancellation,high,resolved,8.2,Cancellation request — customer relocating out of service area.
TKT-013190,CUST-04005,2025-07-28 10:00:00,general,low,resolved,4.8,Question about service availability at a new address.
TKT-013191,CUST-03018,2025-06-16 11:00:00,general,critical,escalated,,Customer requesting update to account contact information.
TKT-013192,CUST-01172,2025-07-04 11:00:00,technical,medium,escalated,,Email service not syncing on mobile device.
TKT-013193,CUST-03690,2025-02-11 12:00:00,upgrade,medium,resolved,48.7,Customer wants to upgrade from DSL to fiber optic service.
TKT-013194,CUST-00753,2025-07-10 09:00:00,cancellation,critical,resolved,28.1,Customer wants to cancel service — moving to a new provider.
TKT-013195,CUST-02401,2025-06-20 11:00:00,upgrade,medium,open,,Customer exploring premium channel add-on options.
TKT-013196,CUST-02980,2025-04-29 13:00:00,upgrade,critical,resolved,1.3,Customer wants to upgrade from DSL to fiber optic service.
TKT-013197,CUST-03366,2025-04-02 16:00:00,cancellation,high,escalated,,Customer frustrated with service quality and wants to terminate.
TKT-013198,CUST-04864,2025-01-08 13:00:00,billing,low,resolved,8.1,Payment processing error reported — double charge on credit card.
TKT-013199,CUST-03817,2025-10-09 19:00:00,billing,high,resolved,4.1,Customer inquired about unexpected charge on their latest bill.
TKT-013200,CUST-01599,2025-11-23 12:00:00,cancellation,high,resolved,31.9,Requesting cancellation due to pricing — found cheaper alternative.
TKT-013201,CUST-02235,2025-11-05 12:00:00,billing,medium,resolved,8.6,Customer requesting breakdown of charges on monthly statement.
TKT-013202,CUST-01780,2025-09-23 09:00:00,general,critical,escalated,,General inquiry about contract renewal terms.
TKT-013203,CUST-04637,2025-05-07 19:00:00,general,low,escalated,,Question about service availability at a new address.
TKT-013204,CUST-02991,2025-09-28 18:00:00,general,low,resolved,27.4,Customer asking about available loyalty rewards.
TKT-013205,CUST-01500,2025-09-19 09:00:00,technical,critical,resolved,29.3,Email service not syncing on mobile device.
TKT-013206,CUST-01326,2025-09-10 14:00:00,general,medium,resolved,14.3,Request for copy of service agreement.
TKT-013207,CUST-04525,2025-01-09 09:00:00,general,medium,resolved,54.4,Request for copy of service agreement.
TKT-013208,CUST-00111,2025-05-26 18:00:00,general,low,resolved,17.6,Customer requesting update to account contact information.
TKT-013209,CUST-00640,2025-12-08 11:00:00,billing,high,resolved,37.2,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-013210,CUST-02732,2025-03-05 13:00:00,billing,medium,escalated,,Late fee dispute — customer says payment was submitted on time.
TKT-013211,CUST-02526,2025-10-14 14:00:00,billing,medium,resolved,7.8,Customer confused about taxes and surcharges on bill.
TKT-013212,CUST-00967,2025-12-19 19:00:00,technical,low,resolved,3.9,Router not connecting after power outage — needs reset instructions.
TKT-013213,CUST-01934,2025-12-24 11:00:00,cancellation,high,resolved,21.2,Account cancellation requested — switching to competitor.
TKT-013214,CUST-01966,2025-02-24 08:00:00,upgrade,medium,resolved,35.2,Customer interested in upgrading to a faster internet tier.
TKT-013215,CUST-00779,2025-12-29 09:00:00,billing,medium,resolved,100.7,Customer asking about proration after mid-cycle plan change.
TKT-013216,CUST-00024,2025-12-08 13:00:00,general,low,open,,General inquiry about contract renewal terms.
TKT-013217,CUST-01684,2025-10-31 11:00:00,upgrade,high,resolved,2.4,Customer interested in upgrading to a faster internet tier.
TKT-013218,CUST-00267,2025-11-16 11:00:00,technical,low,resolved,12.2,DNS resolution failures reported across multiple devices.
TKT-013219,CUST-01272,2025-02-20 10:00:00,general,high,resolved,3.0,Customer requesting update to account contact information.
TKT-013220,CUST-04107,2025-07-10 11:00:00,technical,medium,escalated,,Customer unable to stream video — buffering issues during peak hours.
TKT-013221,CUST-00857,2025-07-02 14:00:00,billing,high,resolved,52.3,Customer requesting breakdown of charges on monthly statement.
TKT-013222,CUST-01253,2025-03-18 16:00:00,billing,low,resolved,28.7,Late fee dispute — customer says payment was submitted on time.
TKT-013223,CUST-04514,2025-03-12 12:00:00,general,critical,resolved,10.2,General inquiry about contract renewal terms.
TKT-013224,CUST-04668,2025-01-29 09:00:00,technical,low,open,,Slow download speeds not matching subscribed plan tier.
TKT-013225,CUST-04243,2025-01-31 15:00:00,general,low,escalated,,Customer requesting update to account contact information.
TKT-013226,CUST-01480,2025-04-16 15:00:00,technical,low,resolved,2.7,VoIP call quality degradation — choppy audio and latency.
TKT-013227,CUST-03757,2025-03-01 13:00:00,technical,medium,resolved,18.5,Customer unable to stream video — buffering issues during peak hours.
TKT-013228,CUST-03879,2025-12-12 14:00:00,upgrade,high,resolved,17.9,Customer interested in upgrading to a faster internet tier.
TKT-013229,CUST-02513,2025-07-28 13:00:00,upgrade,low,resolved,18.0,Customer exploring premium channel add-on options.
TKT-013230,CUST-03372,2025-03-16 18:00:00,upgrade,medium,resolved,14.2,Inquiry about adding streaming package to current plan.
TKT-013231,CUST-04833,2025-10-29 17:00:00,billing,medium,resolved,18.6,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-013232,CUST-02585,2025-05-21 18:00:00,general,low,resolved,3.3,Customer requesting update to account contact information.
TKT-013233,CUST-00775,2025-08-30 19:00:00,billing,medium,resolved,103.4,Customer inquired about unexpected charge on their latest bill.
TKT-013234,CUST-02578,2025-11-17 10:00:00,technical,medium,escalated,,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-013235,CUST-03707,2025-11-02 17:00:00,billing,critical,resolved,26.0,Customer asking about proration after mid-cycle plan change.
TKT-013236,CUST-00064,2025-01-31 12:00:00,general,low,open,,Question about service availability at a new address.
TKT-013237,CUST-01876,2025-08-30 08:00:00,general,critical,resolved,1.1,Request for copy of service agreement.
TKT-013238,CUST-00893,2025-04-11 13:00:00,general,critical,resolved,15.2,Customer asking about available loyalty rewards.
TKT-013239,CUST-04142,2025-06-09 16:00:00,billing,low,resolved,33.2,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-013240,CUST-00201,2025-12-28 15:00:00,technical,medium,open,,DNS resolution failures reported across multiple devices.
TKT-013241,CUST-02126,2025-06-24 18:00:00,upgrade,medium,resolved,11.5,Inquiry about adding streaming package to current plan.
TKT-013242,CUST-02885,2025-02-13 12:00:00,general,low,resolved,37.7,General inquiry about contract renewal terms.
TKT-013243,CUST-01132,2025-11-21 08:00:00,billing,low,resolved,40.4,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-013244,CUST-02132,2025-10-08 11:00:00,cancellation,high,resolved,3.1,Account cancellation requested — switching to competitor.
TKT-013245,CUST-02925,2025-02-28 14:00:00,cancellation,medium,resolved,4.3,Customer wants to cancel service — moving to a new provider.
TKT-013246,CUST-02353,2025-11-25 13:00:00,technical,medium,resolved,60.0,Customer unable to stream video — buffering issues during peak hours.
TKT-013247,CUST-03957,2025-05-01 17:00:00,technical,low,resolved,0.6,Email service not syncing on mobile device.
TKT-013248,CUST-02733,2025-11-22 16:00:00,billing,low,resolved,1.3,Customer asking about proration after mid-cycle plan change.
TKT-013249,CUST-04298,2025-12-22 11:00:00,general,low,resolved,1.5,General inquiry about contract renewal terms.
TKT-013250,CUST-02356,2025-05-17 15:00:00,upgrade,critical,resolved,57.4,Inquiry about adding streaming package to current plan.
TKT-013251,CUST-01664,2025-03-19 12:00:00,general,low,open,,Request for copy of service agreement.
TKT-013252,CUST-02054,2025-06-10 10:00:00,cancellation,high,resolved,48.8,Customer frustrated with service quality and wants to terminate.
TKT-013253,CUST-00649,2025-06-02 14:00:00,general,medium,resolved,8.7,Customer asking about available loyalty rewards.
TKT-013254,CUST-03047,2025-05-28 12:00:00,technical,critical,resolved,36.0,Intermittent internet connectivity — customer reports frequent drops.
TKT-013255,CUST-04384,2025-05-22 12:00:00,cancellation,high,resolved,8.1,Customer wants to cancel service — moving to a new provider.
TKT-013256,CUST-02832,2025-10-11 19:00:00,technical,low,escalated,,Router not connecting after power outage — needs reset instructions.
TKT-013257,CUST-00305,2025-09-08 12:00:00,billing,low,resolved,64.3,Late fee dispute — customer says payment was submitted on time.
TKT-013258,CUST-03951,2025-06-17 18:00:00,cancellation,high,resolved,23.5,Account cancellation requested — switching to competitor.
TKT-013259,CUST-00530,2025-02-21 10:00:00,general,medium,escalated,,General inquiry about contract renewal terms.
TKT-013260,CUST-00536,2025-05-20 16:00:00,billing,medium,open,,Customer asking about proration after mid-cycle plan change.
TKT-013261,CUST-02810,2025-09-23 08:00:00,general,critical,resolved,10.6,General inquiry about contract renewal terms.
TKT-013262,CUST-02894,2025-09-25 16:00:00,technical,high,resolved,42.7,Email service not syncing on mobile device.
